token_mint,token_symbol,token_name,token_supply_used,wallet,tier,api_status,strict_direct_swap_pass,strict_clean_pass,transfer_contamination_signal,cluster_trace_priority,minimum_actual_buy_market_cap_usd,max_realized_lot_multiple,passing_allocations_realized_profit_usd,history_transfer_out_income_usd,transfer_in
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,BnLWTRVqVfeLgLRWCBHnJ6L9HUVisQ3qsML8J9dTUTaX,A,ok,True,True,False,MEDIUM,11165.853543306534,35.69977914144877,5450.751790403859,0.0,False
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,PqT358ft1h1W96J2AASbGFLqeTkGoLFeSc9QRqBz741,B,ok,True,False,True,HIGH,8159.657542191556,157.6670981017294,384.98802598178014,18287.93947512924,False
DdPrHYqM8Ueovnk9kAnAgoGhswkuaTqmxcoZzU3Zpump,manlet,manlet,998926778,3hzaPZ8tJSuwDiKSpzg7SbwPbkwAU6f52EsUS9dzjhFu,A,ok,False,False,False,HIGH,,,0.0,0.0,False
DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,Strategic Oil Supply,999988117,EuJp5632VT6mnXYo2wBwExqbyB4pVGtg6PaQkqgmMW5y,A,ok,True,True,False,MEDIUM,8341.426076354064,99.80219819856308,1466.7887581725456,0.0,False
DtHTTtiE4Aex3BzLZLi3og1bgMgvh6G1X7mKcykVpump,LIONTRUMP,The Lion Trump,999822470,D1cA34pxL4vDxRiiz6bzUUg84hKRiskrMY3zWV551kVB,B,ok,False,False,True,HIGH,657247.6639277814,,0.0,89702.69349842744,False
EBCgsdKFTf6LK74FwbQWzrN1AaMiBrmoLYj2bDujpump,BARRON,Barron Coin,995195308,HsbbUF7Pyd9CtNP2itN6Xonq4TUnEAX6TrFYoWSNkthK,A,ok,False,False,True,HIGH,,,0.0,0.0,False
EKwF2HD6X4rHHr4322EJeK9QBGkqhpHZQSanSUmWkecG,BigTrout,The Big Trout,990988225,6zwQc3TJ2HSgDMP6d1zWFhG72kcNp4UjSJE3nTkTVQkZ,A,ok,False,False,True,HIGH,,,0.0,0.0,False
EKwF2HD6X4rHHr4322EJeK9QBGkqhpHZQSanSUmWkecG,BigTrout,The Big Trout,990988225,GnyPd3zwH3iTcRWYah72ThhwFFq2ECJHavtEuQ3tECgz,A,ok,False,False,True,HIGH,,,0.0,0.0,False
EMMiGudXs9cHBixn6PDohLo4vNvVhXwTfoBnApanpump,TRUMP2,trump2,999953624,J5cooHEgG4xshTbfgrcXLvSHzneeMkRg6zrcZuZMPWFy,B,ok,False,False,True,HIGH,5408775.391540646,,0.0,492175.8774845457,False
EmcxFTNVDqyLHp11NvwvLZ4D7LKGbG9i7B8RF7dwpump,ZERO,c0mpute,980678397,2SyCkFh4Vo92it9nzyzzuL6a81vPT3ZsySWbb6RusQDQ,A,ok,False,False,True,HIGH,,,0.0,0.0,False
F1ppSHedBsGGwEKH78JVgoqr4xkQHswtsGGLpgM7bCP2,ASTEROID,ASTEROID,999632256,Bh7QsYwHmWmF1YbQd7pqk89sAfacagtTFSSLUoFGTFZ7,A,ok,True,False,True,HIGH,5794.749479060572,55.525826532628095,18409.81063314901,58383.32876164922,False
F1ppSHedBsGGwEKH78JVgoqr4xkQHswtsGGLpgM7bCP2,ASTEROID,ASTEROID,999632256,HhufXFD77fgsQyqMyYdA1quTtGk3CzvzTuo1zFdGQTPQ,A,ok,True,False,True,HIGH,3645.670753610358,215.5465826383236,19500.006734901977,0.0,False
FVbMi3DznQjAGUUUsg3pkKmDcVT6rvq7UwbajKnWpump,EGGDOG,eggdog,999976785,9DByz89oQGfEb1QmtKcZb2Ry7ic9L1NeQ7Rc4xj2EqgK,B,ok,True,False,True,HIGH,21374.65036035004,986.2032705279688,44478.83359014706,893147.8761480434,False
FoePfchN3A6LeJ2jvN8uVe4No9pK7zHYhhgD3Qidpump,SPCTROLL,SPACE TROLL,999646057,4NvSkuKsMMg6FBG65Ze3YeqYk85wVynS94wQ6fF1fxw5,A,ok,False,False,False,HIGH,123913.0601517076,,0.0,0.0,False
FoePfchN3A6LeJ2jvN8uVe4No9pK7zHYhhgD3Qidpump,SPCTROLL,SPACE TROLL,999646057,FdDnhPkdcdDAJ8v6yggyrMkW1XU9LMARg9VerU9MLoZw,A,ok,False,False,True,HIGH,,,0.0,0.0,False
Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,999953543,52YXFG9ksGps7P9ZSDLK79f9Hpa5ihR24w6dkikW5aEB,A,ok,True,True,False,MEDIUM,3594.5126010958634,5026.910904055302,27531.77624951176,0.0,False
Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,999953543,A4KxLRntS2V6giboMyfDtwoysmsKPaz8Juw6CwHYxVXn,A,ok,False,False,True,HIGH,,,0.0,8381.180896164757,True
GnFMf6JVRhAqPbA9r8yW16xycynKNkXfbaYbusLEpump,ZReaL,Z李REAL SUPER COIN,660071456,7wCEJhjJwEipPecWm9pU5JtPYMYzsiJwve37oohmPCEQ,B,ok,True,False,True,HIGH,23279.210053339262,95.08437429445752,2369.2608849972207,2272.982066856137,False
GnFMf6JVRhAqPbA9r8yW16xycynKNkXfbaYbusLEpump,ZReaL,Z李REAL SUPER COIN,660071456,D1idTgERH2xe6qLUeCP6EecG4kBbLYr4omJAk2G44coX,A,ok,True,True,False,MEDIUM,33178.09596549868,571.5684625949565,72129.87568511281,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,2iKBNpBkRnDXTdNCeSXkQFocrRWtLRYPPC7nS4yjLGs5,A,ok,True,False,True,HIGH,7189.134361072232,1884.3496381494977,72087.77554147397,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,8jgFYHJFtbTZ52ei1T3ox6YeMSbLjLWLi7iYUXcndnKc,A,ok,True,False,True,HIGH,8600.415286903113,345.1697923865966,19819.3688948998,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,BS1mHRNgU45wwrSoMEmEWgm28TnMjqiJDrLyDz3PuDkA,A,ok,True,False,True,HIGH,7878.745730304666,1779.0425229582795,82673.33658705789,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,HBY9ggL9Ki6cJDnZ5wgmZ91UsNhEHFajGntoVGdyGi9b,A,ok,True,True,False,MEDIUM,7974.7548164186255,924.389947735746,44934.7492457506,0.0,False
HaUXAdAWWUkb2WTmh8z1TdaEmZkYjnQnmC6tHUdTAHvi,KIMCHI,Kimchi,999501481,XXXXXahGswEH6i3Czn19XbGxQrobJoY1TYJegPxp3ex,A,ok,True,True,False,MEDIUM,12436.723355129809,46.5278324857884,4633.55805158877,0.0,False
HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,999897746,Act3pTw5yB8Xxk3mcTWqMQ3x9ctNCegnVAViMMnxMrkG,A,ok,True,True,False,MEDIUM,5041.715857666721,126.9966655959152,13071.24513558123,0.0,False
HrFjQfrfBzWc2MGaZqCyRZyarxoNZvanYnXKJMxQpump,KURO,Kuro Inu,998785033,6E3qB4gz8vS8t3j61ibSVFndub8reDSC2jSTdhjUBiS,A,ok,True,False,True,HIGH,2647.776654945624,76.22899278782255,2064.6583283221244,865.6641380825515,False
HrkUao5JcWxQ6888vymJT23VzR8mUaedvEMMKmpZpump,CHIMERICA,Chimerica,999962288,EXxw2UZe516b116WAZFSFB9KvGFC3omabbRUQ3563gyM,A,ok,False,False,True,HIGH,,,0.0,0.0,False
HxYvKPgKLCHT7ZLVZrjJNTW91wVSQFmwyjnm2Psdpump,TRUMP2,trump2,999739605,51YaAjcGfcJDZTfJWuFAU6A4m5L7q3goGy2yJh5SxPLs,B,ok,True,False,True,HIGH,24999.039490598567,213.29321587020377,383.8064705394506,126201.91083225267,False
JAQiNZw9t6Xqev4JLWMqpNGzZMp7ZVsxzQxdvaJPpump,XXX,XSpaceXXAI,999998565,i4Qop2qKCDxFXqL8fHqT27VAqn6AqmhnUeYng2rvzEc,B,ok,True,False,True,HIGH,13349.905465615166,663.0681813424225,1005.3239614253756,280700.0257230323,False
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,47k2PfSbBgviK8pZYdZZbbqa3yQ8p2JQYeDo5cFLEa2L,A,ok,False,False,True,HIGH,,,0.0,29545.728945775973,False
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,95JryRx9dt6MNdUQneo6uyfJNwVXBmmjY5tK5WTcCVEg,B,ok,False,False,True,HIGH,,,0.0,15335.223743834054,False
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,EC8egFiX38xDdR9Q2Xyps6yqnYe6nCLfcDNYUvU7kb1B,A,ok,True,False,True,HIGH,9583.452296855174,330.66129376839683,27661.180677999037,27.972215091635857,False
XGbMLzy8r7iJN96huatiyv3VtJ3o1VYjpVzSz7Zpump,CR7,CR7,999996825,2vbEkt7GY2hiLQJ62nGo77vmUwz6FiZMML8FAGTBy6us,A,ok,False,False,False,HIGH,,,0.0,0.0,False
Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,998400459,2ttvFWjziexKN3iNC59WenoLYrXwU6roxTkHZT49tKwc,A,ok,True,True,False,MEDIUM,2459.533851818803,195.39423528463664,8164.820689556935,0.0,False
Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,998400459,9oUHuhjYrt1VZVjNQb7mpNE7aSabACZSkLEXWWZP4KRT,A,ok,True,True,False,MEDIUM,3283.5715247344037,36.485204026661165,1018.4938792261908,0.0,False
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,988043307,2QBdmhhwCgxM6r4HRHoDRfDbWz3YwvejeRzSXS5RwV1W,A,ok,True,False,True,HIGH,37468.44037185114,142.5378041795698,22846.597781989985,0.0,False
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,988043307,8CVUSzYyCAjQHVkHyVnncYorpYWX35mzR6osqR7ME9JN,A,ok,True,False,True,HIGH,43296.49362674555,80.49780101408419,16082.1685694428,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,4v1m33zVsGqFFrQUa6dyhdWMaLbPmXijb1sLv79GyVWu,A,ok,True,False,True,HIGH,11247.67046681044,593.9286152893131,10325.892888828172,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,7yZgmw11tCMsTP12pN9UnDrsdgPzwmWPxEoeCFeakBsA,A,ok,True,False,True,HIGH,37590.98634201524,161.63890373621484,10727.313866965576,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,A594w9RNdzFcpM5qjuuXVwoPE2SUyNWvn9owzfHHbgwq,A,ok,True,True,False,MEDIUM,48602.949150514665,132.64274265194527,9504.98308367972,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,EZRRxRjg7EnXpzFx4eXdWtfEzwuQ2S8gnpBH6X1U59jJ,A,ok,True,True,False,MEDIUM,49754.75249739429,126.57686055430476,7779.646884853704,0.0,False
kLqMvUm1p4pRbxU4r8kWCTVAuWMJLtcTJqGb4b5pump,BRENT,Brent Crude,998870160,B8Jx4yoEXUxyVoEMjempjoYGwr5MGZaGD8jex53ieZ4e,B,ok,False,False,True,HIGH,,,0.0,0.0,False
kLqMvUm1p4pRbxU4r8kWCTVAuWMJLtcTJqGb4b5pump,BRENT,Brent Crude,998870160,GgKthpEjGtKLePn7f8mxkmzQNsSn3sYPp5mPHDgkBquv,C,ok,False,False,True,HIGH,,,0.0,3214.512347665932,True
2PzS5SYYWjUFvzXNFaMmRkpjkxGX6R5v8DnKYtdcpump,OPAL,Opal,999928934,AdY23hiXFnaf4pSB8DWNTSHv861vfMc37k654rKMvXYF,A,ok,True,True,False,MEDIUM,44156.0826824944,51.25021174779451,4661.544170578123,0.0,False
2akXpuyFXAVN5YofZpZMfBp2Vxognpmv9NooBMuHpump,ELON,Elon Coin,999718725,8P3wdYH5o5sHywZSo7BYzvTHAaKg7kCGnM1mC4yPvWWL,A,ok,True,False,True,HIGH,13496.890627492372,550.0657247860349,153100.3840690983,0.0,False
2fB8j65DyeiXMG6G9X7Zwfu39P6Jw27RVstKxCfApump,aBTC,Anime Bitcoin,999999700,4PbaHq4QzeGT4vsZ7F14oyLPhoaztaP2T6c85D8gQ2eb,B,ok,True,False,True,HIGH,10504.22011095602,1774.4041619475895,2434.569246578464,201453.20075417063,False
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,999673705,8SbUUkfGmF4ff9hykYqRfjZEjWh1XXEtr7N274xcQEhS,A,ok,True,True,False,MEDIUM,9363.003628976236,1044.004337984961,22997.225418172107,0.0,False
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,999673705,C5jvDtgfVVt5JW2UqyD1MSNQnBxSvM16YdGjAYodvGWT,A,ok,False,False,True,HIGH,,,0.0,0.0,False
2uauFtUGYASTbpZvqebjKqYFxWLQmdeUbGRmHbxzpump,Grok,Grok Coin,999897378,J1JXMHgPjPtnh19K6NhefAoibMPSyavs3y1eGf7kYMVJ,B,ok,False,False,True,HIGH,434564.9540252613,,0.0,425671.5413107424,False
2vtuXdpMKHx8CsdeU1y2rr3tfyhPD51B2t5WTbUUpump,RAGE,RAGE,992453330,E3oRCo8GHigW94hJSD9XvQ3ZgL2CetL9hvoceKRhkvgP,A,ok,False,False,False,HIGH,11084.299526773206,1.1646841530964072,0.0,0.0,False
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,525LueqAyZJueCoiisfWy6nyh4MTvmF4X9jSqi6efXJT,A,ok,False,False,True,HIGH,,,0.0,0.0,True
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,8eajSdRqXmkjn3b58vxyrPbQo8AWQuTDQzXUwuwzaBZ1,A,ok,True,False,True,HIGH,38027.248858454936,120.86680731527736,1158.4585773406084,0.0,True
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,Fgn7FjXn77RRTG94Hayeja6xxRuKB8zkzcVmFU3Tqo23,A,ok,True,False,True,HIGH,4014.808936579483,378.0828234442671,1.1185633368384058e-05,16519.136501362373,True
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,H4N8o2ehsXVZjY2xknjgtFnrbmQer6Uk8rmyEY7ZFCm,A,ok,False,False,True,HIGH,,,0.0,0.0,False
34q2KmCvapecJgR6ZrtbCTrzZVtkt3a5mHEA3TuEsWYb,LOL,LOL,989419922,CdLxDX8PoM7ihRky8AHaHBTwzddtXLAUDKKFjQSccEjn,A,ok,False,False,True,HIGH,,,0.0,0.0,False
34q2KmCvapecJgR6ZrtbCTrzZVtkt3a5mHEA3TuEsWYb,LOL,LOL,989419922,HnnnEFFnN9MpWtBtKKx29ZNdCprYbQshJGPedg87TTGx,A,ok,False,False,True,HIGH,,,0.0,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,4LcCHiXLydzePUy3zt7HCdw9eFJDL8bWXZFRVcagak8y,A,ok,True,True,False,MEDIUM,6667.810006850875,156.95902052260934,6586.551403225198,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,6ud7KC9oL224NWAfRFKPH7Rjw6P9JuXQ5HabnaEr9XCW,A,ok,True,True,False,MEDIUM,22003.50785899646,40.23781492842773,3350.572486411532,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,EkpdJ1HVckTnkD8MZnkgX3yULQmQiB2qUMbvJYPDvgLg,A,ok,True,True,False,MEDIUM,16188.959681866194,49.99462528223098,2989.509935024947,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,HZqQJv9uoz4piVYkvVo7rAewpifYfD2bw56AArr4VNR,A,ok,True,True,False,MEDIUM,13497.449066838391,71.07379945221506,5701.354120385326,0.0,False
3KHMZhpthXuiCcgfTv7vVu9PpEz64KAEURFwi6Lopump,Goblin,GoblinCoin,703496196,RwT8dxbecoLaSxkPNwnK1zNpPYFoY1upDiFM5XMpGit,A,ok,False,False,True,HIGH,,,0.0,0.0,False
3TYgKwkE2Y3rxdw9osLRSpxpXmSC1C1oo19W9KHspump,BULL,Bull,999917189,3a9qSKrFt6EzQ9YKbYVP4TGWriNn4ccvxjjoB3zAoQga,A,ok,True,False,True,HIGH,41636.02706560824,25.72588947662829,46.330016772756345,0.0,False
3tXvLBVojpviB13khqqsV4f7uh51Gy8m5q39eXJCpump,ZEN,ZEN,948583996,9F3WnqK2j7vcyZFCXPS8pMN7hskq7pfKVPnDddV7TpVk,A,ok,False,False,True,HIGH,17459.35987971473,14.371102769260723,0.0,0.0,False
3xQPNZ3RrBvGrrgZEqaKFueeQ8FBpFKPTFe8bwVkpump,CrypTox,CryptoX,999994062,5p9WLhi7NEs2w1NfrhLqLbUcmUTxJe6JykR3B9zwg9A9,B,ok,True,False,True,HIGH,12111.43100908862,634.3384752596306,1185.1851853080689,396357.7407961313,False
412Mt39zGsGzWgEDQRyvUUiiNc6GAq1qhczP8mRxpump,BALL,ball,1999918978,4KqeK9VcYY4cKjjyn718Hz2YLTshMZnHYDgNsTJPdquk,A,ok,False,False,True,HIGH,,,0.0,0.0,False
41y7bEjuidUJTZJ7mbfqzKjNcBiecYvjnyPwCb2gpump,OCCAM,Occam,999999333,25VBKowr5EYzxchJUfrFDC6EBwfYUEuc2ZGqYCbpDBYQ,B,ok,False,False,True,HIGH,,,0.0,1257465.4788699856,False
4AefcooQUSjafUszTXzoMmLgamuxM1gL5qUX1SY9pump,OBEY,Obey Alliance,999978476,5b8FbxAm7qnr29DutebnukXUX4jr2haTEs5k8G5TQ8Tv,B,ok,False,False,False,HIGH,13512.3535740435,,0.0,0.0,False
4aWgifrcupQGzjuWzq8bEcS5yZFj92PW3TBN4CSVpump,clawpump,clawpump,999991332,HS7WBqRw8EfZkww3pduTvPesJNqLPEsZtyasoUc6zoZd,B,ok,True,False,True,HIGH,13170.936194626467,314.37364599282927,2253.833673211119,141720.3995002099,False
4ko5tSr5o3H4v1sFtjTSd9MPUW7yx5AFCpkNPoL6pump,febu,febu,994196811,FBWUTiZbhVGJfcTJxZugu8yq7CQcZWnc1i1NZK8fgbXG,A,ok,True,True,False,MEDIUM,2593.5162537316173,284.7242997279185,3788.009425608474,0.0,False
4ko5tSr5o3H4v1sFtjTSd9MPUW7yx5AFCpkNPoL6pump,febu,febu,994196811,aK1AjXTwE8kYZkytRTw9UKNmAbEavpSSoRk42UGPseb,A,ok,False,False,True,HIGH,4796.750750917983,9.85201457418312,0.0,0.0,False
4xyyYHkzbhpqkR6scme8soyybBtBYDPg2N6yN5cfpump,Guardians,"Eyes Up, Guardians",998737532,FjMXAFacS8o4svD6RWP7he8dJsSwfFKhFR8ri6yRLJNE,A,ok,False,False,True,HIGH,24064.40621463045,4.368923139190308,0.0,0.0,False
57gXi7ZmsgkoXiPeg7CAN5oLmKBem8XWJknJUpHypump,CAMA,OFFICIAL CAMAVINGA TOKEN,999988623,4DPu5AhRHHQoRCHogzH7dN1nvRDwR8p5qUWgSWLf9zW2,B,ok,True,False,True,HIGH,11081.293003919158,6841.6271552171775,804.0244126139336,25577197.92462358,False
59nzDoRyJ1QcLcFYFs4GVdeZ4qUEb16T2KNuHPWMpump,UNTIL,Until,997096663,CiFx62aqk1LGig35cf7F36qfFeKgJnYNooeXjw3mxQzs,A,ok,True,False,True,HIGH,7008.574000960934,1818.3070609549256,11037.728421530795,37357.0902232779,False
59nzDoRyJ1QcLcFYFs4GVdeZ4qUEb16T2KNuHPWMpump,UNTIL,Until,997096663,HeQkm8EAHM64zY9a75XULRT6rCRiQC3sAo3DeMBNYyFH,A,ok,True,False,True,HIGH,7643.247355606876,225.1918029486433,4044.627421651061,100.75744873156324,False
5qF61qfmLvRPvAWiGN88zt7B6qpL1ephHuCD6JHtpump,Trumpler,Adolf Trumpler,999986684,AKyqx5uhAAq66VtVMGDw2dUaAijDpgxKvf8D1yJoNbL9,B,ok,False,False,True,HIGH,88584.30588915518,,0.0,3439292.514904618,False
6AVAUKa9uxQpruHZUinFECpXEh1usRVtzQWK8N2wpump,SCAM,Scam Altman,999834603,DMnX6kJe2ajEYdpJe3tMX5aVQDtQR7Gf38S2tnqfoV2L,A,ok,True,False,True,HIGH,6811.359769123743,426.1852342271019,9625.842712426364,0.0,False
6M8sWsmxTdRaX8sMeHXKDrRe3sbAaGC3KyMgwvTSWfju,Tsuncoin,Tsundere Coin,999024275,5CDYEbtEsg9wZpmRs5j7P4WXy4FS9AU1EKbqFS8wqTth,A,ok,True,True,False,MEDIUM,3176.778567055811,56.126974334651,4236.668474402854,0.0,False
6baGyq4HLbUn93MQUGFqBktpXP8BRjpoxSsAap4ppump,LEVI,The White Bull,999979253,5DxSJt88LYpwceUrjyNbxtqRTNHDtpYq7H5gTbFEcUuF,A,ok,False,False,True,HIGH,,,0.0,2758.4686899822373,False
6baGyq4HLbUn93MQUGFqBktpXP8BRjpoxSsAap4ppump,LEVI,The White Bull,999979253,DF1cuJffTrjCTeY4z42kfc7u6znsbXuHWCgbBJt2q1vh,A,ok,False,False,True,HIGH,,,0.0,0.0,False
6bo24bcyFELFKJJKSvNrWPHqWYxJi48PrwQ3R1fmpump,Wcoin,chasing that w ,1999593183,4EsYuWFZAt1PfNJq8Jr7monip43gNqrQ7k2Kne1npqJx,A,ok,False,False,True,HIGH,,,0.0,0.0,False
6bo24bcyFELFKJJKSvNrWPHqWYxJi48PrwQ3R1fmpump,Wcoin,chasing that w ,1999593183,GCzPhPaSPfqdpfCBiUmfP5mFRVDskTAWbGenMFBM1e7x,A,ok,False,False,True,HIGH,,,0.0,172857.216505889,False
6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,TOESCOIN,TOES,999944950,3VAZ3DuaqVvQvosjznKNEuLCy2cqFcbewa5y8y4c5z2W,A,ok,False,False,True,HIGH,,,0.0,0.0,False
6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,TOESCOIN,TOES,999944950,6EHAwTbmpef8fLbBQYjFmQpmGgjTSjHKPW61KXoVNsBQ,B,ok,False,False,True,HIGH,,,0.0,0.0,False
6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,TOESCOIN,TOES,999944950,A4NBsJU8wT2czu4J2CkDEBRA2FySTgktQ7hKiswEPQgY,A,ok,False,False,True,HIGH,,,0.0,0.0,False
6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,TOESCOIN,TOES,999944950,Cyz2vqtZSVJpaNpsFrguTGmZhdDqdMPcACYwPPwdrxSW,A,ok,False,False,True,HIGH,,,0.0,0.0,False
6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,TOESCOIN,TOES,999944950,EznhCFCz6jfTdydhTKca2c4bWfPUPhjwxqgBMpPG1qQQ,A,ok,False,False,True,HIGH,,,0.0,0.0,False
71c95213bSZr99Ky6sJ8pazQZNmVZVBEoxuvhMoSpump,CAT,Penguins Meet a Cat,999848424,HcoavG5t8RG9XFFbwxq5cAoeR6Ff34gKUuNrvUWwhQRC,B,ok,False,False,True,HIGH,,,0.0,72459.42049620184,False
7HgfXftRBBqsYtAEYcqjGLQrNJLL6Tww9ek4rE3Apump,RKC,Red Kitten Crew,954862809,5YB7jsBZUV9uxt21yEgZyefLevrZ7KAYFaVKKuk88QoZ,A,ok,False,False,True,HIGH,,,0.0,0.0,False
7HgfXftRBBqsYtAEYcqjGLQrNJLL6Tww9ek4rE3Apump,RKC,Red Kitten Crew,954862809,CgCm3rS1NMhzdnao1MF239HTZpBNCqvRJdQHvmjbKbYG,A,ok,True,True,False,MEDIUM,3141.196984162497,295.4274191359468,10177.012246254702,0.0,False
7LPsiq8ur4DB93mCk9kcF7g6WSgnF9U1x4FSePH4pump,CUBAN,OFFICIAL CUBAN,999805428,Dr4Rwx8iADYJkpjQz64pEU5bzN3D2rDjUaHG8hVBhNE7,B,ok,True,False,True,HIGH,15252.809549751031,813.7264271626506,18180.066008803024,18216012.783904813,False
7c5gm5fqvQuyteJ9G4pFaubqRVHuegsFXtfHJXBBpump,SNIGGA,severus nigga,979718515,G7cY8CBB2293LJMN9rop396WSk79PmjxKsEAzP8jyFTi,A,ok,False,False,True,HIGH,17903.2557326713,11.503774242057242,0.0,0.0,False
7uWrUDU62Bxfcm5VyQo3UG6qCky7mXEgVV892bWspump,CME,CME COIN,999995471,5NQWrDgxyMAZ593GZVAco1NRXhGsYNt8aU4N5CS8gvf6,B,ok,False,False,True,HIGH,80495.6758191811,,0.0,383699.8109142182,False
8AdsF2QXFA8QkFuQ9TrQW6nEyM4E6yT4AwqgZ5cTpump,ALONE,forever alone,999678819,CpLuogVckAXS7BK7JwDRRqL1F5kuJ6qvsd8A8ePwDRsi,A,ok,True,False,True,HIGH,14743.857765787678,93.29255440197583,615377.1720256453,0.0,False
8H9RDAUyYNMr6Y6nsBb8bBV45XnpW9VQfCKFbyfhpump,BEAR,Nietzschean Bear,999855578,FxoFZnwQYghcdu3CJqPRkdy9ULmUR1VEkSLQ1x5ZAo44,B,ok,True,False,True,HIGH,11322.545002864075,666.0919535105423,4816.408956263962,538276.6903104085,False
8Jx8AAHj86wbQgUTjGuj6GTTL5Ps3cqxKRTvpaJApump,PENGUIN,Nietzschean Penguin,999920997,6rwXnAp6EfgfRAqaiq3zTRaBrAuNKc4CGRq7y6QesSCL,A,ok,True,False,True,HIGH,12672.274031649758,263.7546739701423,1856.401737953102,0.0,False
8TnbbiNsrpbF63jt56RyRj7EQfrZd45dpa2U92Wkpump,TRUMP2,Trump 2,998022936,3fKjhuLPTbH7Rqc2AwiCGevE5zV6bvpDzkT4RaZZepDC,B,ok,True,False,True,HIGH,10308.47531468826,3278.544299584953,773.26534759536,18532585.495627508,False
98uAmduqPmP6ruqvrnkmcAVeZAWF1oUVRn765Cybpump,Animals,Political Animals,999955720,4ANK2uQr75kCQSBsTFdLigXFQYzV4rNF31jF9kyo6bb2,B,ok,False,False,True,HIGH,5013664.663380458,,0.0,93669.45221866637,False
